status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.print_section,response.docs.print_page,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Excessive heat and wildfires could disrupt the booming outdoor travel industry, as travelers now have to take a hotter and longer fire season into account.",https://www.nytimes.com/2021/08/06/travel/wildfires-tourism-travel-west.html,"Excessive heat and wildfires could disrupt the booming outdoor travel industry, as travelers now have to take a hotter and longer fire season into account.","Part of what Katherine Lee loves about Moscow, Idaho, where she lives, are the trails 10 minutes away. She visits with family or friends several days a week to hike or mountain bike, or to have walking meetings with colleagues.",The New York Times,,,2021-08-06T20:00:09+0000,article,Travel,Travel,News,nyt://article/24334b9e-9f91-56c5-9bbe-e99377a86d1c,1283,nyt://article/24334b9e-9f91-56c5-9bbe-e99377a86d1c,A,14,NA,"Reconsidering Outdoor Travel in the West, as Wildfires Burn",NA,NA,Wildfire Fears Block Path to Recovery for Outdoor Recreation in West,NA,NA,NA,By Concepción de León,,NA,157,20,50
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Ambitious high-rise projects in Sweden are a showcase for a reviving forest industry.,https://www.nytimes.com/2021/07/30/todaysinyt/wooden-buildings-reach-for-the-sky-in-vaxjo-sweden.html,Ambitious high-rise projects in Sweden are a showcase for a reviving forest industry.,"VAXJO, Sweden — Stockholm and its suburbs are filled with construction cranes these days, reflecting a growing population combined with a housing shortage. But few of its developments are as extensive as Hagastaden, just to the north of central Stockholm where it meets the neighboring municipality of Solna.",International New York Times,,,2021-07-30T09:09:53+0000,article,RealEstate,Today's International New York Times,News,nyt://article/d8c93a73-dfaa-5473-850a-40db7fc40a76,2058,nyt://article/d8c93a73-dfaa-5473-850a-40db7fc40a76,A,12,NA,Wooden Buildings Reach for the Sky,NA,NA,Wooden buildings reach for the sky,NA,NA,NA,By Gabriel Leigh,,NA,157,30,49
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,New maps provide a valuable tool to officials and scientists scrambling to protect threatened species.,https://www.nytimes.com/interactive/2022/03/03/climate/biodiversity-map.html,New maps provide a valuable tool to officials and scientists scrambling to protect threatened species.,New maps provide a valuable tool to officials and scientists scrambling to protect threatened species.,The New York Times,,,2022-03-03T10:11:23+0000,multimedia,Climate,Climate,Interactive Feature,nyt://interactive/65b4a86e-4434-5177-83c1-6bcef9f6be42,0,nyt://interactive/65b4a86e-4434-5177-83c1-6bcef9f6be42,A,15,NA,This Map Shows Where Biodiversity Is Most at Risk in America,NA,NA,"Where Birds, Bees, Other Creatures And Plants Are Most at Risk in America",NA,NA,NA,By Catrin Einhorn and Nadja Popovich,,NA,157,30,49
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The Legislature is likely to permit three casinos in the New York area, and Mayor Eric Adams wants the city to get two of them.",https://www.nytimes.com/2022/03/30/nyregion/casino-bonanza-may-soon-hit-new-york.html,"The Legislature is likely to permit three casinos in the New York area, and Mayor Eric Adams wants the city to get two of them.",Good morning. It’s Wednesday. We’ll look at the odds for casinos in Manhattan. We’ll also look at how the all-but-extinct American chestnut tree is making a comeback in a city park.,The New York Times,,,2022-03-30T09:04:53+0000,article,Metro,New York,briefing,nyt://article/7e6c6451-ac0c-53d6-a732-e1a041a66cc1,1491,nyt://article/7e6c6451-ac0c-53d6-a732-e1a041a66cc1,NA,NA,NA,Casino Bonanza May Soon Hit New York,New York Today,NA,NA,NA,NA,NA,By James Barron,,NA,157,30,49
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The Board of Correction, which has the power to monitor Rikers Island and other city jails, took no action as deaths behind bars increased.",https://www.nytimes.com/2021/11/09/nyregion/board-of-corrections-jails-nyc.html,"The Board of Correction, which has the power to monitor Rikers Island and other city jails, took no action as deaths behind bars increased.",It’s Tuesday. We’ll look at a little-known city agency responsible for monitoring conditions at the city’s jails. It took no action as deaths increased earlier in the year. We’ll also look at the resurgence of wildlife in New York City.,The New York Times,,,2021-11-09T09:13:31+0000,article,Metro,New York,briefing,nyt://article/bff17ed5-b1c1-5ddd-8ec6-003e31c7ddbb,1385,nyt://article/bff17ed5-b1c1-5ddd-8ec6-003e31c7ddbb,NA,NA,NA,The Jail Oversight Board That Failed to Sound the Alarm,New York Today,NA,NA,NA,NA,NA,By James Barron,,NA,157,30,49
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,A team of international researchers has assembled an atlas of microorganisms present in 60 cities around the world.,https://www.nytimes.com/2021/05/26/science/microbes-subway-metasub-mason.html,A team of international researchers has assembled an atlas of microorganisms present in 60 cities around the world.,"For centuries, naturalists have mapped the world’s flora and fauna. They have assembled atlases of migratory birds and cold-water fishes, sketched out the geography of carnivorous animals and alpine plants.",The New York Times,,,2021-05-27T00:00:27+0000,article,Science,Science,News,nyt://article/aa6e0f48-7682-5e2f-8139-4be1c96cc5d1,1699,nyt://article/aa6e0f48-7682-5e2f-8139-4be1c96cc5d1,D,5,NA,Subway Swabbers Find a Microbe Jungle and Thousands of New Species,NA,NA,Subway Swabbers Find a Microbe Jungle,NA,NA,NA,By Emily Anthes,,NA,157,30,49
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Andrea Wang, Jason Chin, Travis Jonker, Grant Snider, Juana Martinez-Neal, Corinna Luyken and others depict our symbiotic relationship with the environment.",https://www.nytimes.com/2021/04/16/books/review/watercress-andrea-wang-jason-chin.html,"Andrea Wang, Jason Chin, Travis Jonker, Grant Snider, Juana Martinez-Neal, Corinna Luyken and others depict our symbiotic relationship with the environment.",LALA’S WORDSWritten and illustrated by Gracey Zhang,The New York Times,,,2021-04-16T17:01:31+0000,article,Books,Books,Review,nyt://article/27014fe8-b2ce-5036-b48c-788699581992,838,nyt://article/27014fe8-b2ce-5036-b48c-788699581992,NA,NA,Book Review,Nature and Nurture: 8 Picture Books for Earth Day,Children’s Books,NA,NA,NA,NA,NA,By Jennifer Krauss,,NA,157,30,49
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"A skirmish in an eastern suburb of Kyiv illustrated how close Russian forces have come as they continued to tighten a noose on the city, but also revealed their strategic vulnerabilities.",https://www.nytimes.com/2022/03/11/world/europe/ukraine-kyiv-russia-fighting.html,"A skirmish in an eastern suburb of Kyiv illustrated how close Russian forces have come as they continued to tighten a noose on the city, but also revealed their strategic vulnerabilities.","BROVARY, Ukraine — The column of Russian tanks rumbled along a main highway to the east of Kyiv, between two rows of houses in a small town — a vulnerable target.",The New York Times,,,2022-03-11T22:54:22+0000,article,Foreign,World,News,nyt://article/075bd10c-2d17-5de6-b1ea-399184aec461,1224,nyt://article/075bd10c-2d17-5de6-b1ea-399184aec461,A,1,Europe,How a Line of Russian Tanks Became an Inviting Target for Ukrainians,NA,NA,Tanks Rumble Toward Kyiv But Fight Shows Their Limits,NA,NA,NA,By Andrew E. Kramer,,NA,157,30,49
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"He was a pioneer in grappling with suburban sprawl and preserving open spaces, helping to shape the region.",https://www.nytimes.com/2022/03/26/nyregion/lee-e-koppelman-dead.html,"He was a pioneer in grappling with suburban sprawl and preserving open spaces, helping to shape the region.","Lee E. Koppelman, a planning visionary who during four decades fought to impose a regional agenda for economic development and environmental conservation across Long Island, died on March 21 in Stony Brook, N.Y. He was 94.",The New York Times,,,2022-03-26T13:55:46+0000,article,Obits,New York,Obituary (Obit),nyt://article/a476a69c-0360-5bbd-be71-893b7570be35,733,nyt://article/a476a69c-0360-5bbd-be71-893b7570be35,A,23,NA,"Lee E. Koppelman, Trailblazing Long Island Planner, Dies at 94",NA,NA,"Lee E. Koppelman, 94, Visionary Long Island Planner",NA,NA,NA,By Sam Roberts,,NA,157,30,49
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Ranchers and conservationists, once unlikely allies, are teaming up to preserve grasslands, which act as a carbon dioxide sink that could support climate goals.",https://www.nytimes.com/2021/10/31/climate/cows-grassland-carbon.html,"Ranchers and conservationists, once unlikely allies, are teaming up to preserve grasslands, which act as a carbon dioxide sink that could support climate goals.","BLAINE COUNTY, MONT. — The three generations of Obrecht men may not seem to fit the stereotype of conservationists.",The New York Times,,,2021-10-31T09:02:34+0000,article,SpecialSections,Climate,News,nyt://article/347f97c6-bcb9-5677-9366-51f03bb05494,1720,nyt://article/347f97c6-bcb9-5677-9366-51f03bb05494,B,6,NA,Keeping Cattle on the Move and Carbon in the Soil,NA,NA,Ranchers Join Fight To Curb Warming,NA,NA,NA,By Benjamin Ryan,,NA,157,30,49
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"A redwood tree called El Palo Alto has long served as the 120-foot-tall symbol of Palo Alto, but a project to help it thrive has been delayed.",https://www.nytimes.com/2021/06/26/us/palo-alto-redwood.html,"A redwood tree called El Palo Alto has long served as the 120-foot-tall symbol of Palo Alto, but a project to help it thrive has been delayed.","PALO ALTO, Calif. — It could have toppled long ago.",The New York Times,,,2021-06-26T16:21:01+0000,article,National,U.S.,News,nyt://article/426c5f92-f7dc-55c8-8310-ea32d0c09f47,1300,nyt://article/426c5f92-f7dc-55c8-8310-ea32d0c09f47,A,14,NA,"The Unlikely Survival of the 1,081-Year-Old Tree That Gave Palo Alto Its Name",NA,NA,A Millennium Of Solitude Hasn’t Cowed This Giant,NA,NA,NA,By Jim Robbins,,NA,157,30,49
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"After a storm disrupted plans for a 99-mile paddling trek, a Times journalist’s time on the water took a more reflective turn. Come look and listen alongside him.",https://www.nytimes.com/2022/02/21/travel/everglades-kayak-trip.html,"After a storm disrupted plans for a 99-mile paddling trek, a Times journalist’s time on the water took a more reflective turn. Come look and listen alongside him.","From a distance, the mouth of the creek was indistinguishable from the thick tangle of mangroves that concealed it — as if the narrow waterway were only willing to reveal itself to those who knew to look.",The New York Times,,,2022-02-21T10:00:32+0000,article,Travel,Travel,News,nyt://article/23a06f4a-44f1-5539-85bb-dbedb0b5ad71,2158,nyt://article/23a06f4a-44f1-5539-85bb-dbedb0b5ad71,NA,NA,NA,Six Days Afloat in the Everglades,The World Through a Lens,NA,NA,NA,NA,NA,By Stephen Hiltner,,NA,157,40,74
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Unlike fires in mountain wilderness, which often burn over the course of weeks, the destruction on Thursday played out in minutes and hours.",https://www.nytimes.com/2021/12/31/us/colorado-marshall-fire.html,"Unlike fires in mountain wilderness, which often burn over the course of weeks, the destruction on Thursday played out in minutes and hours.","LOUISVILLE, Colo. — It took only a few hours for the flames to cut an unimaginable path of destruction across the drought-starved neighborhoods between Denver and Boulder.",The New York Times,,,2021-12-31T23:08:28+0000,article,National,U.S.,News,nyt://article/7623ad76-141c-5a48-81ac-4a6332b4b267,1460,nyt://article/7623ad76-141c-5a48-81ac-4a6332b4b267,A,1,NA,Record-Setting Colorado Fires Destroyed More Than 500 Homes,NA,NA,From Sunny Colorado Suburb to Ashes Overnight,NA,NA,NA,"By Charlie Brennan, Shay Castle, Mitch Smith and Jack Healy",,NA,157,40,74
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Animals were the inspiration for Elie Top’s new five-piece collection.,https://www.nytimes.com/2021/08/25/fashion/jewelry-elie-top-paris.html,Animals were the inspiration for Elie Top’s new five-piece collection.,"PARIS — At a time when many luxury collections are focusing on nature, Elie Top is going all the way back to the forest primeval.",International New York Times,,,2021-08-25T09:07:07+0000,article,SpecialSections,Fashion & Style,News,nyt://article/ea2bcf14-d7c9-535f-b231-bd6f3a50c1b6,564,nyt://article/ea2bcf14-d7c9-535f-b231-bd6f3a50c1b6,S,2,NA,High Jewelry’s Walk on the Wild Side,NA,NA,A walk on the wild side,NA,NA,NA,By Tina Isaac-Goizé,,NA,157,40,74
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Bryan Scotland became enamored with Alexandra Giniger after first spotting her in his sister’s photo. But it took six years for his sister to finally give him Ms. Giniger’s phone number.,https://www.nytimes.com/2021/07/23/style/alexandra-giniger-bryan-scotland-wedding.html,Bryan Scotland became enamored with Alexandra Giniger after first spotting her in his sister’s photo. But it took six years for his sister to finally give him Ms. Giniger’s phone number.,"Alexandra Giniger recalled the night in her Brooklyn apartment in November 2016 when Bryan Scotland sat beside her, eating pizza on a mattress he had borrowed from a friend.",The New York Times,,,2021-07-23T09:00:23+0000,article,Styles,Style,News,nyt://article/1c2d20c0-6910-54fc-9dfd-eeab8d9c6fe8,513,nyt://article/1c2d20c0-6910-54fc-9dfd-eeab8d9c6fe8,ST,14,NA,Love at First Photo Sighting,mini-vows,NA,He Looked for the Woman Next to His Sister,NA,NA,NA,By Vincent M. Mallozzi,,NA,157,40,74
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,A shootout in Myanmar’s second-biggest city was the first time the military and a group of armed civilians known as the People’s Defense Force clashed in a major urban area.,https://www.nytimes.com/2021/06/22/world/asia/myanmar-army-clashes-mandalay.html,A shootout in Myanmar’s second-biggest city was the first time the military and a group of armed civilians known as the People’s Defense Force clashed in a major urban area.,"The gunfire in the city of Mandalay began shortly after 7 a.m. on Tuesday, as Buddhist monks paced the streets for alms and residents lined up for breakfasts of milk tea or noodle soup.",The New York Times,,,2021-06-22T13:51:36+0000,article,Foreign,World,News,nyt://article/9665cdd0-cfc6-59d3-b511-287d893702f9,978,nyt://article/9665cdd0-cfc6-59d3-b511-287d893702f9,A,4,Asia Pacific,Resistance Fighters Battle Myanmar’s Military in Mandalay,NA,NA,"‘We Have Started and Declared War,’ Myanmar Rebel Militia Says",NA,NA,NA,By Hannah Beech,,NA,157,40,74
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,China sticks to a ‘zero-Covid’ strategy.,https://www.nytimes.com/2021/10/28/briefing/covid-zero-china-coal-cop-26.html,China sticks to a ‘zero-Covid’ strategy.,"A recent outbreak of 240 coronavirus cases in China led to the lockdown of Lanzhou, a city of four million, as well as several smaller cities and parts of Beijing. Roughly 10,000 tourists are trapped in Ejin Banner, a region of Inner Mongolia, after the emergence of cases led to a lockdown.",The New York Times,,,2021-10-28T21:01:22+0000,article,NYTNow,Briefing,briefing,nyt://article/63d42e3c-7b9c-5a55-ac66-49c6ad46bd19,1246,nyt://article/63d42e3c-7b9c-5a55-ac66-49c6ad46bd19,NA,NA,NA,Your Friday Briefing,NA,NA,NA,NA,NA,NA,By Melina Delkic,,NA,157,40,74
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Two South Korean artists collaborate to explore a futuristic, post-apocalyptic world.",https://www.nytimes.com/2022/03/09/arts/video-artists-south-korea.html,"Two South Korean artists collaborate to explore a futuristic, post-apocalyptic world.","SEOUL — At a time when artists can sell paintings and sculptures for dizzying sums, Jeon Joonho and Moon Kyungwon embody a somewhat contrary approach.",International New York Times,,,2022-03-09T10:00:14+0000,article,SpecialSections,Arts,News,nyt://article/4441fa4a-2e88-53a7-b73e-ea111c6b1857,994,nyt://article/4441fa4a-2e88-53a7-b73e-ea111c6b1857,NA,NA,NA,Looking Beyond Disaster for Clues to Contemporary Life,NA,NA,NA,NA,NA,NA,By Andrew Russeth,,NA,157,40,74
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The coronavirus and Brazil’s far-right president, Jair Bolsonaro, are jeopardizing the survival of Indigenous peoples and the future of the next human generation.",https://www.nytimes.com/2021/04/02/opinion/international-world/juma-people-brazil-amazon.html,"The coronavirus and Brazil’s far-right president, Jair Bolsonaro, are jeopardizing the survival of Indigenous peoples and the future of the next human generation.","On Feb. 17, Aruká Juma, the last surviving man of the Juma people in the Brazilian Amazon, died of Covid-19 in a hospital in Pôrto Velho, the capital of Rondônia State, in northern Brazil. Mr. Juma, who was born in the 1930s in a jungle village on the Açuã River roughly 450 miles from the Amazonas State capital, Manaus, represented his community and their world. He was like the giant trees of the Amazon, and he fell.",The New York Times,,,2021-04-02T19:00:10+0000,article,OpEd,Opinion,Op-Ed,nyt://article/8e141290-a71d-51ba-8bb3-ce6748535387,1349,nyt://article/8e141290-a71d-51ba-8bb3-ce6748535387,A,19,Opinion | The World,The Death of the Last Juma Elder in the Amazon,NA,NA,Covid-19 Killed the Last Juma Elder in the Amazon,NA,NA,NA,By Eliane Brum,,NA,157,40,74
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"After the distraction of fall leaves has passed, don’t assume that your garden is dormant. It’s time to appreciate the beauty of lichen.",https://www.nytimes.com/2021/11/03/realestate/gardening-lichen-fall.html,"After the distraction of fall leaves has passed, don’t assume that your garden is dormant. It’s time to appreciate the beauty of lichen.",What are lichens? They are neither plant nor animal.,The New York Times,,,2021-11-03T09:00:24+0000,article,RealEstate,Real Estate,News,nyt://article/974b24d4-f096-5747-8279-ccf80514f4ab,1510,nyt://article/974b24d4-f096-5747-8279-ccf80514f4ab,RE,12,NA,Your Garden Isn’t Winding Down: It’s Still Lichen Season,In the Garden,NA,It’s Time to Study the Book of Lichens,NA,NA,NA,By Margaret Roach,,NA,157,40,74
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Set aside for an isolated Indigenous group, the Brazilian preserve Ituna-Itatá has now been heavily deforested — a grim illustration of the intractable forces destroying the Amazon.",https://www.nytimes.com/2022/03/16/magazine/amazon-rainforest-ituna-itata.html,"Set aside for an isolated Indigenous group, the Brazilian preserve Ituna-Itatá has now been heavily deforested — a grim illustration of the intractable forces destroying the Amazon.","On a sweltering afternoon in the wilds of the Brazilian Amazon, Edward Luz rode on the back of a motorbike into a forest clearing to confront a squad of combat-armed environmental police who, for their own safety, had helicoptered in. Luz is an anthropologist, a tall, powerfully built man of 43. He is a right-wing activist and, figuratively speaking, a hired gun. On that February afternoon in 2020, he wore tinted prescription sunglasses, a bushy beard and a radical haircut close-cropped on the sides. He did not have access to a helicopter. To get to the clearing, he traveled for eight hours by a ferry crossing and down muddy tracks from Altamira, a small city in the state of Pará on the far side of the wide brown Xingu river.",The New York Times,,,2022-03-16T09:00:25+0000,article,Magazine,Magazine,News,nyt://article/5ef1d2e8-62fb-5150-befa-31d7c997be19,10039,nyt://article/5ef1d2e8-62fb-5150-befa-31d7c997be19,MM,34,NA,The War for the Rainforest,NA,NA,The War for the Rainforest,NA,NA,NA,By William Langewiesche,,NA,157,40,74
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Yes, planting new trees can help. But intact wild areas are much better. The world needs to treat warming and biodiversity loss as two parts of the same problem, a new report warns.",https://www.nytimes.com/2021/06/10/climate/biodiversity-collapse-climate-change.html,"Yes, planting new trees can help. But intact wild areas are much better. The world needs to treat warming and biodiversity loss as two parts of the same problem, a new report warns.","Some environmental solutions are win-win, helping to rein in global warming and protecting biodiversity, too. But others address one crisis at the expense of the other. Growing trees on grasslands, for example, can destroy the plant and animal life of a rich ecosystem, even if the new trees ultimately suck up carbon.",The New York Times,,,2021-06-10T13:01:59+0000,article,Climate,Climate,News,nyt://article/dcd6244f-1b57-5b16-a37a-24a1a267d88a,1021,nyt://article/dcd6244f-1b57-5b16-a37a-24a1a267d88a,NA,NA,NA,"Our Response to Climate Change Is Missing Something Big, Scientists Say",NA,NA,NA,NA,NA,NA,By Catrin Einhorn,,NA,157,50,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,The president’s federal spending proposal for the next year contains almost $45 billion to deal with global warming. We looked at the details.,https://www.nytimes.com/2022/03/29/climate/biden-budget-climate.html,The president’s federal spending proposal for the next year contains almost $45 billion to deal with global warming. We looked at the details.,"On Day 1 of his presidency, Joseph R. Biden Jr. brought the United States back into the global climate accord. His administration made bold pledges to cut emissions. It urged other countries to set ambitious climate targets of their own.",The New York Times,,,2022-03-29T15:16:04+0000,article,Climate,Climate,News,nyt://article/910dccdf-2f17-5053-a354-1802ec8ae857,1003,nyt://article/910dccdf-2f17-5053-a354-1802ec8ae857,NA,NA,NA,"Here’s what Biden’s budget would do, and not do, for climate change",NA,NA,NA,NA,NA,NA,By Somini Sengupta,,NA,157,50,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,The 2022 list highlights places around the globe where travelers can be part of the solution.,https://www.nytimes.com/interactive/2022/travel/52-places-travel-2022.html,The 2022 list highlights places around the globe where travelers can be part of the solution.,The 2022 list highlights places around the globe where travelers can be part of the solution.,The New York Times,,,2022-01-10T01:45:20+0000,multimedia,Travel,Travel,Interactive Feature,nyt://interactive/6bcf9c91-a151-5235-a7b2-ff695a29f01b,0,nyt://interactive/6bcf9c91-a151-5235-a7b2-ff695a29f01b,TW,6,NA,52 Places for a Changed World,NA,NA,52 Places for a Changed World,NA,NA,NA,NA,,NA,157,50,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"His landmark book, “The Machine in the Garden,” explored the contradiction of a “pastoral ideal” and helped define the field of American studies.",https://www.nytimes.com/2022/03/11/books/leo-marx-dead.html,"His landmark book, “The Machine in the Garden,” explored the contradiction of a “pastoral ideal” and helped define the field of American studies.","Leo Marx, a cultural historian whose landmark book exploring the pervasive intrusion of technology on nature helped define the field of American studies, died on Tuesday at his home in Boston. He was 102.",The New York Times,,,2022-03-11T13:11:35+0000,article,Obits,Books,Obituary (Obit),nyt://article/4c8338a5-5b41-5106-9122-2e7f7cfd9ce0,1171,nyt://article/4c8338a5-5b41-5106-9122-2e7f7cfd9ce0,A,24,NA,"Leo Marx, 102, Dies; Studied Clash of Nature and Culture in America",NA,NA,"Leo Marx, 102, Historian Who Studied  Clash of Nature and Culture in America",NA,NA,NA,By John Motyka,,NA,157,50,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The question: “How Will We Live Together?” The answers: Pavilions that resemble science-fair projects, conflict-resolution sites and flights of fancy.",https://www.nytimes.com/2021/06/02/arts/design/venice-architecture-biennale.html,"The question: “How Will We Live Together?” The answers: Pavilions that resemble science-fair projects, conflict-resolution sites and flights of fancy.","VENICE — It was perhaps inevitable that many of the questions asked of Hashim Sarkis, the curator of the 17th International Architecture Biennale, during the event’s media preview, were about the pandemic.",The New York Times,,,2021-06-02T09:00:22+0000,article,Arts&Leisure,Arts,News,nyt://article/7aeb2f08-3d20-5063-a08b-527048f16925,1196,nyt://article/7aeb2f08-3d20-5063-a08b-527048f16925,AR,12,Art & Design,Solving the World’s Problems at the Venice Architecture Biennale,NA,NA,Imagining New Ways To Inhabit The Future,NA,NA,NA,By Elisabetta Povoledo,,NA,157,50,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"New research aims to shed light on the social habits of the popular, but often misunderstood, animal.",https://www.nytimes.com/2022/02/01/science/groundhogs-animal-behavior.html,"New research aims to shed light on the social habits of the popular, but often misunderstood, animal.","FALMOUTH, Maine — Groundhog Day may be a tongue-in-cheek holiday, but it remains the one day earmarked in the United States for an animal: Marmota monax, the largest and most widely distributed of the marmot genus, found munching on flowering plants — or, at this time of year, snuggling underground — from Alabama to Alaska.",The New York Times,,,2022-02-01T08:00:19+0000,article,Science,Science,News,nyt://article/936acfdd-87e3-5cb8-a86b-ea90dae6013b,1503,nyt://article/936acfdd-87e3-5cb8-a86b-ea90dae6013b,D,1,NA,Groundhogs Emerge From the Scientific Shadows,NA,NA,Out From The Shadows,NA,NA,NA,By Brandon Keim and Greta Rybus,,NA,157,50,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Thanks to more trails, better bikes and a rise of high-school interest, mountain biking has experienced a meteoric rise of popularity in the past decade. The pandemic added fuel to the fire.",https://www.nytimes.com/2021/05/20/travel/mountain-biking-vacation.html,"Thanks to more trails, better bikes and a rise of high-school interest, mountain biking has experienced a meteoric rise of popularity in the past decade. The pandemic added fuel to the fire.","Last summer, Cat Rainwater was overweight and going through menopause at an accelerated clip. That, on top of the stresses of pandemic lockdown, was leading to a mental health crisis.",The New York Times,,,2021-05-20T09:00:18+0000,article,Travel,Travel,News,nyt://article/76665216-019b-5886-a48e-301b20849673,2036,nyt://article/76665216-019b-5886-a48e-301b20849673,D,6,NA,"The Mountain Bike Cure: Exercise, Fresh Air and Fellowship",NA,NA,Find Friends And Fitness On Wheels,NA,NA,NA,By Lauren Sloss,,NA,157,50,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,The president said the devastation caused by natural disasters rooted in climate change was “a blinking ‘code red’ for our nation.”,https://www.nytimes.com/2022/01/07/us/politics/biden-colorado-fires.html,The president said the devastation caused by natural disasters rooted in climate change was “a blinking ‘code red’ for our nation.”,"WASHINGTON — President Biden flew to Colorado on Friday to console residents suffering from swift wildfires that destroyed nearly 1,000 homes, while pointing to the devastation as evidence of the urgent need to address natural disasters rooted in the global climate crisis.",The New York Times,,,2022-01-08T02:42:40+0000,article,Washington,U.S.,News,nyt://article/44e8066f-5d17-56e5-a9fd-33bb11e657a2,769,nyt://article/44e8066f-5d17-56e5-a9fd-33bb11e657a2,A,13,Politics,Biden Consoles Residents in Fire-Ravaged Colorado,NA,NA,President Offers Comfort to Families in Fire-Ravaged Colorado,NA,NA,NA,By Zolan Kanno-Youngs,,NA,157,50,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Things are getting better, but many Republicans won’t believe it.",https://www.nytimes.com/2021/06/24/opinion/economy-truth-republicans.html,"Things are getting better, but many Republicans won’t believe it.","If a tree falls in a forest but nobody is there to hear it, did it make a sound? If we have a rapidly expanding economy but much of the electorate refuses to acknowledge it, is the country experiencing a boom?",The New York Times,,,2021-06-24T23:00:05+0000,article,OpEd,Opinion,Op-Ed,nyt://article/73264cb4-264b-5ad2-938f-eecdcd206845,870,nyt://article/73264cb4-264b-5ad2-938f-eecdcd206845,A,22,NA,Economics in a Post-Truth Nation,Paul Krugman,NA,Economics in a Post-Truth Nation,NA,NA,NA,By Paul Krugman,,NA,157,50,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2021/05/19/briefing/gaza-new-york-city-summer-reading.html,Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,The New York Times,,,2021-05-19T22:04:30+0000,article,NYTNow,Briefing,briefing,nyt://article/a6a6d99c-8d40-56a6-9e73-97ccd481db61,1297,nyt://article/a6a6d99c-8d40-56a6-9e73-97ccd481db61,NA,NA,NA,"Gaza, New York City, Summer Reading: Your Wednesday Evening Briefing",NA,NA,NA,NA,NA,NA,By Remy Tumin and Jade-Snow Joachim,,NA,157,50,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The American West is dangerously dry, and the hottest months of summer are still to come.",https://www.nytimes.com/2021/06/16/climate/nyt-climate-newsletter-drought.html,"The American West is dangerously dry, and the hottest months of summer are still to come.","You may have heard: Drought is gripping the American West, again, and it’s looking bad.",The New York Times,,,2021-06-16T16:33:32+0000,article,Climate,Climate,News,nyt://article/558a94af-3e96-597b-82f2-be986d558a75,1185,nyt://article/558a94af-3e96-597b-82f2-be986d558a75,A,3,NA,How Bad Is the Drought? These Maps Tell the Story.,Climate Fwd:,NA,NA,NA,NA,NA,NA,,NA,157,60,21
